ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM2_TYPE,ADM3_PCODE,ADM3_EN
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210330,Mavorano
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210351,Vohimasina Nord
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210352,Vohimasina Sud
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210353,Betampona
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210370,Vohilava
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210390,Fenomby
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210410,Ambalavero
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210430,Amborondra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210451,Mahabako
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210452,Onilahy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210471,Mahamaibe
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210472,Kianjanomby
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210490,Ampasimpotsy Sud
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210510,Anteza
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210531,Saharefo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23210,Manakara Atsimo,District,MG23210532,Ampasimboraka
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211011,Ikongo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211012,Ambolomadinika
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211031,Ambatofotsy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211032,Belemoka
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211033,Maromiandra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211051,Manampatrana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211052,Ambinanitromby
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211071,Ifanirea
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211072,Tanakambana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211073,Sahalanona
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211091,Tolongoina
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23211,Ikongo,District,MG23211092,Ambohimisafy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212010,Vohipeno
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212031,Vohitrindry
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212032,Vohindava
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212051,Ivato
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212052,Savana
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212053,Anoloka
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212070,Mahabo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212090,Ankarimbary
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212110,Lanivo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212130,Nato
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212150,Mahasoabe
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212171,Onjatsy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212172,Vohilany
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212190,Andemaka
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212211,Ifatsy
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212212,Antananabo
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212230,Ilakatra
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212250,Sahalava
MG,Madagascar,MG23,Vatovavy Fitovinany,MG23212,Vohipeno,District,MG23212270,Mahazoarivo
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216010,Ihosy
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216031,Ankily
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216032,Ambia
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216033,Tolohomiady
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216050,Irina
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216070,Sahambano
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216090,Analaliry
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216110,Mahasoa
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216131,Ambatolahy
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216132,Soamatasy
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216151,Zazafotsy
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216152,Antsoha
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216170,Sakalalina
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216191,Satrokala
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216192,Andiolava
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216210,Analavoka
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216231,Ranohira
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216232,Ilakaka
MG,Madagascar,MG24,Ihorombe,MG24216,Ihosy,District,MG24216250,Menamaty Iloto
MG,Madagascar,MG24,Ihorombe,MG24218,Ivohibe,District,MG24218010,Ivohibe
MG,Madagascar,MG24,Ihorombe,MG24218,Ivohibe,District,MG24218030,Antambohobe
MG,Madagascar,MG24,Ihorombe,MG24218,Ivohibe,District,MG24218050,Maropaika
MG,Madagascar,MG24,Ihorombe,MG24218,Ivohibe,District,MG24218070,Ivongo
MG,Madagascar,MG24,Ihorombe,MG24221,Iakora,District,MG24221010,Iakora
MG,Madagascar,MG24,Ihorombe,MG24221,Iakora,District,MG24221030,Ranotsara Nord
MG,Madagascar,MG24,Ihorombe,MG24221,Iakora,District,MG24221050,Begogo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213010,Farafangana
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213030,Vohimasy
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213050,Anosivelo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213070,Anosy Tsararafa
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213090,Vohitromby
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213110,Ivandrika
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213130,Manambotra Atsimo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213150,Mahavelo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213170,Mahafasa Centre
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213190,Amporoforo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213210,Iabohazo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213230,Tangainony
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213250,Beretra Bevoay
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213270,Ambohigogo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213290,Maheriraty
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213310,Mahabo Mananivo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213330,Ambohimandroso
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213350,Ankarana Miraihina
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213370,Evato
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213390,Etrotroka Atsimo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213410,Ambalavato Nord
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213430,Efatsy
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213450,Tovona
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213471,Ambalatany
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213472,Namohora Iaborano
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213490,Sahamadio
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213510,Fenoarivo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213530,Antseranambe
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213551,Ihorombe
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213552,Ambalavato Antevato
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213570,Vohilengo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25213,Farafangana,District,MG25213590,Marovandrika
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214010,Vangaindrano
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214031,Ampasimalemy
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214032,Tsianofana
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214033,Bekaraoky
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214050,Tsiately
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214070,Soamanova
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214091,Lopary
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214092,Bema
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214111,Vohitrambo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214112,Anilobe
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214131,Lohafary
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214132,Ampataka
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214151,Matanga
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214152,Masianaka
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214171,Vohipaho
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214172,Marokibo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214190,Ranomena
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214211,Ambongo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214212,Ambatolava
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214230,Iara
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214251,Bevata
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214252,Karimbary
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214270,Manambondro
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214290,Fenoambany
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214311,Isahara
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214312,Vohimalaza
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214313,Vatanato
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214331,Amparihy Est
MG,Madagascar,MG25,Atsimo Atsinanana,MG25214,Vangaindrano,District,MG25214332,Sandravinany
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,District,MG25215011,Nosifeno
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,District,MG25215012,Ankazovelo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,District,MG25215031,Andranolalina
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,District,MG25215032,Maliorano
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,District,MG25215051,Ivondro
MG,Madagascar,MG25,Atsimo Atsinanana,MG25215,Midongy-Atsimo,District,MG25215052,Soakibany
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217011,Vondrozo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217012,Manambidala
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217013,Anandravy
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217030,Mahatsinjo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217051,Mahazoarivo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217052,Iamonta
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217071,Vohimary
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217072,Antokonala
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217090,Ambohimana
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217111,Karianga
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217112,Manato
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217130,Ivato
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217150,Mahavelo
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217170,Andakana
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217191,Moroteza
MG,Madagascar,MG25,Atsimo Atsinanana,MG25217,Vondrozo,District,MG25217192,Vohiboreka
MG,Madagascar,MG25,Atsimo Atsinanana,MG25222,Befotaka,District,MG25222011,Befotaka Sud
MG,Madagascar,MG25,Atsimo Atsinanana,MG25222,Befotaka,District,MG25222051,Ranotsara Sud
MG,Madagascar,MG25,Atsimo Atsinanana,MG25222,Befotaka,District,MG25222052,Beharena
MG,Madagascar,MG25,Atsimo Atsinanana,MG25222,Befotaka,District,MG25222053,Bekofafa Sud
MG,Madagascar,MG31,Atsinanana,MG31301,Toamasina I,District,MG31301001,Ambodimanga
MG,Madagascar,MG31,Atsinanana,MG31301,Toamasina I,District,MG31301002,Anjoma
MG,Madagascar,MG31,Atsinanana,MG31301,Toamasina I,District,MG31301003,Morarano
MG,Madagascar,MG31,Atsinanana,MG31301,Toamasina I,District,MG31301004,Tanambao V
MG,Madagascar,MG31,Atsinanana,MG31301,Toamasina I,District,MG31301005,Ankirihiry
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306010,Brickaville
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306030,Vohitranivona
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306050,Anivorano Est
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306070,Mahatsara
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306090,Andovoranto
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306110,Ambinaninony
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306130,Fetraomby
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306150,Vohipeno Razanaka
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306171,Ranomafana Est
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306172,Ampasimbe
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306190,Fanasana
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306210,Ambalarondra
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306230,Maroseranana
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306251,Lohariandava
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306252,Andekaleka
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306270,Ambohimanana
MG,Madagascar,MG31,Atsinanana,MG31306,Brickaville,District,MG31306290,Anjahamana
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307010,Vatomandry
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307030,Ambodivoananto
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307051,Maintinandry
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307052,Tanambao Vahatrakaka
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307053,Tsarasambo
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307070,Sahamatevina
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307091,Antanambao Mahatsara
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307092,Iamborano
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307110,Ambalavolo
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307131,Amboditavolo
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307132,Niherenana
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307151,Ilaka Est
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307152,Niarovana Caroline
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307171,Tsivangiana
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307172,Ampasimazava
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307190,Ampasimadinika
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307210,Ifasina I
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307230,Ambalabe
MG,Madagascar,MG31,Atsinanana,MG31307,Vatomandry,District,MG31307250,Ifasina II
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308011,Mahanoro
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308012,Betsizaraina
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308030,Tsaravinany
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308050,Ambodiharina
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308070,Manjakandriana
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308090,Masomeloka
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308110,Ambinanidilana
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308130,Ambodibonara
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308150,Ankazotsifantatra
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308170,Ambinanindrano
MG,Madagascar,MG31,Atsinanana,MG31308,Mahanoro,District,MG31308190,Befotaka
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309010,Marolambo
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309031,Betampona
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309032,Tanambao Rabemanana
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309050,Andonabe Sud
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309071,Ambalapaiso II
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309072,Ambodivoangy
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309090,Ambohimilanja
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309110,Ambatofisaka II
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309131,Androrangavola
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309132,Anosiarivo I
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309150,Amboasary
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309170,Lohavanana
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309191,Ambodinonoka
MG,Madagascar,MG31,Atsinanana,MG31309,Marolambo,District,MG31309192,Sahakevo
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310010,Toamasina Suburbaine
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310030,Antetezambaro
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310050,Fanandrana
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310070,Ambodiriana
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310091,Ampasimadinika Manambolo
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310092,Amboditandroroho
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310110,Mahavelona (Foulpointe)
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310130,Sahambala
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310150,Ambodilazana
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310170,Ampasimbe Onibe
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310191,Mangabe
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310192,Amporoforo
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310193,Antenina
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310211,Andondabe
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310212,Ampisokina
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310230,Andranobolaha
MG,Madagascar,MG31,Atsinanana,MG31310,Toamasina II,District,MG31310250,Fito
MG,Madagascar,MG31,Atsinanana,MG31311,Antanambao Manampontsy,District,MG31311010,Antanambao Manampontsy
MG,Madagascar,MG31,Atsinanana,MG31311,Antanambao Manampontsy,District,MG31311030,Mahela
MG,Madagascar,MG31,Atsinanana,MG31311,Antanambao Manampontsy,District,MG31311050,Saivaza
MG,Madagascar,MG31,Atsinanana,MG31311,Antanambao Manampontsy,District,MG31311070,Antanandehibe
MG,Madagascar,MG31,Atsinanana,MG31311,Antanambao Manampontsy,District,MG31311090,Manakana
MG,Madagascar,MG32,Analanjirofo,MG32302,Sainte Marie,District,MG32302019,Sainte Marie
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303010,Maroantsetra
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303031,Anjanazana
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303032,Manambolo
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303051,Andranofotsy
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303052,Antakotako
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303070,Ankofa
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303090,Ambinanitelo
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303111,Anjahana
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303112,Ambanizana
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303113,Mahalevona
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303131,Voloina
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303132,Ankofabe
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303133,Antsirabe Sahatany
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303151,Rantabe
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303152,Morafeno
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303153,Androndrono
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303154,Ambodimanga Rantabe
MG,Madagascar,MG32,Analanjirofo,MG32303,Maroantsetra,District,MG32303155,Anandrivola
MG,Madagascar,MG32,Analanjirofo,MG32304,Mananara-Avaratra,District,MG32304011,Mananara Avaratra
MG,Madagascar,MG32,Analanjirofo,MG32304,Mananara-Avaratra,District,MG32304012,Ambodivoanio
MG,Madagascar,MG32,Analanjirofo,MG32304,Mananara-Avaratra,District,MG32304013,Imorona
MG,Madagascar,MG32,Analanjirofo,MG32304,Mananara-Avaratra,District,MG32304031,Antanambaobe
MG,Madagascar,MG32,Analanjirofo,MG32304,Mananara-Avaratra,District,MG32304032,Antanananivo
MG,Madagascar,MG32,Analanjirofo,MG32304,Mananara-Avaratra,District,MG32304050,Manambolosy
MG,Madagascar,MG32,Analanjirofo,MG32304,Mananara-Avaratra,District,MG32304070,Ambodiampana
MG,Madagascar,MG32,Analanjirofo,MG32304,Mananara-Avaratra,District,MG32304091,Sandrakatsy
MG,Madagascar,MG32,Analanjirofo,MG32304,Mananara-Avaratra,District,MG32304092,Tanibe
