ADM0_PCODE,ADM0_EN,ADM1_PCODE,ADM1_EN,ADM2_PCODE,ADM2_EN,ADM2_TYPE,ADM3_PCODE,ADM3_EN
MG,Madagascar,MG54,Menabe,MG54510,Belo Sur Tsiribihina,District,MG54510132,Antsoha
MG,Madagascar,MG54,Menabe,MG54510,Belo Sur Tsiribihina,District,MG54510151,Belinta
MG,Madagascar,MG54,Menabe,MG54510,Belo Sur Tsiribihina,District,MG54510152,Ankiroroky
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511011,Miandrivazo
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511012,Dabolava
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511031,Bemahatazana
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511032,Ampanihy
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511033,Anosimena
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511050,Manandaza
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511071,Ankotrofotsy
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511072,Isalo
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511091,Ambatolahy
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511092,Manambina
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511110,Itondy
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511130,Ankavandra
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511150,Soaloka
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511170,Betsipolitra
MG,Madagascar,MG54,Menabe,MG54511,Miandrivazo,District,MG54511210,Ankondromena
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713010,Ramena
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713031,Sakaramy
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713032,Antanamitarana
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713033,Joffre Ville
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713050,Antsahampano
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713070,Mahavanona
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713090,Mangaoka
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713110,Andrafiabe
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713130,Anketrakabe
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713151,Sadjoavato
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713152,Antsalaka
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713170,Andranovondronina
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713191,Andranofanjava
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713192,Mahalina
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713210,Ankarongana
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713231,Anivorano Nord
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713232,Antsoha
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713251,Bobasakoa
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713252,Ambondrona
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713253,Bobakilandy
MG,Madagascar,MG71,Diana,MG71713,Antsiranana II,District,MG71713254,Mosorolava
MG,Madagascar,MG71,Diana,MG71715,Antsiranana I,District,MG71715009,Diego Suarez
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717010,Ambilobe
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717030,Mantaly
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717050,Ampondralava
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717070,Tanambao Marivorahona
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717090,Ambakirano
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717110,Ambatoben'anjavy
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717130,Antsaravibe
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717150,Antsohimbondrona
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717171,Anjiabe Ambony
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717172,Ambodibonara
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717190,Beramanja
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717210,Betsiaka
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717231,Ambarakaraka
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717232,Anaborano Ifasy
MG,Madagascar,MG71,Diana,MG71717,Ambilobe,District,MG71717233,Manambato
MG,Madagascar,MG71,Diana,MG71718,Nosy-Be,District,MG71718001,Hell-Ville
MG,Madagascar,MG71,Diana,MG71718,Nosy-Be,District,MG71718002,Ampangorina
MG,Madagascar,MG71,Diana,MG71718,Nosy-Be,District,MG71718003,Ambatozavavy
MG,Madagascar,MG71,Diana,MG71718,Nosy-Be,District,MG71718004,Bemanondrobe
MG,Madagascar,MG71,Diana,MG71718,Nosy-Be,District,MG71718005,Dzamandzar
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719010,Ambanja
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719030,Benavony
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719050,Ambohimena
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719070,Antsatsaka
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719091,Antranokarany
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719092,Djangoa
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719110,Antsakoamanondro
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719130,Ambalahonko
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719150,Ankingameloka
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719171,Bemaneviky Haut Sambirano
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719172,Ambodimanga Ramena
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719173,Maevatanana
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719190,Antafiambotry
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719210,Maherivaratra
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719231,Marovato
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719232,Ambohitrandriana
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719233,Ambohimarina
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719250,Ambaliha
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719270,Marotolana
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719290,Bemaneviky Ouest
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719310,Anorontsangana
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719330,Antsirabe
MG,Madagascar,MG71,Diana,MG71719,Ambanja,District,MG71719350,Ankatafa
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710010,Antalaha Ambonivohitra
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710030,Ampahana
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710050,Ampohibe
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710070,Antombana
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710090,Antsahanoro
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710110,Antananambo
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710130,Marofinaritra
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710151,Sarahandrano
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710152,Andampy
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710170,Ambalabe
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710190,Ambinanifaho
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710210,Ambohitralanana
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710230,Lanjarivo
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710250,Antsambalahy
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710271,Vinanivao
MG,Madagascar,MG72,Sava,MG72710,Antalaha,District,MG72710272,Ampanavoana
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711010,Sambava Cu
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711059,Ambohimalaza
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711079,Farahalana
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711090,Nosiarina
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711130,Ambodivoara
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711150,Anjinjaomby
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711170,Morafeno
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711190,Analamaho
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711210,Ambohimitsinjo
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711230,Anjangoveratra
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711250,Andratamarina
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711270,Marogaona
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711290,Marojala
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711310,Antsambaharo
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711330,Andrahanjo
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711350,Bemanevika
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711371,Amboangibe
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711372,Andrembona
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711390,Antindra
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711410,Ambodiampana
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711430,Maroambihy
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711450,Ambatoafo
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711470,Anjialava
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711490,Tanambao Daoud
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711510,Antsahavaribe
MG,Madagascar,MG72,Sava,MG72711,Sambava,District,MG72711530,Bevonotra
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712010,Andapa
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712030,Tanandava
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712050,Ankiakabe Nord
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712070,Belaoka Marovato
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712090,Ambodimanga I
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712110,Marovato
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712130,Andrakata
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712150,Bealampona
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712170,Matsohely
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712190,Andranomena
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712210,Ambalamanasy II
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712230,Ambodiangezoka
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712250,Betsakotsako Andranotsara
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712270,Belaoka Lokoho
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712290,Anoviara
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712310,Doany
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712330,Anjialavabe
MG,Madagascar,MG72,Sava,MG72712,Andapa,District,MG72712350,Antsahamena
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716010,Vohemar
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716030,Ampondra
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716050,Fanambana
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716070,Milanoa
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716090,Bobakindro
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716110,Daraina
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716130,Ambalasatrana
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716150,Tsarabaria
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716170,Nosibe
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716190,Andravory
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716210,Andrafainkona
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716231,Ampanefena
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716232,Ambodisambalahy
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716250,Ambinanin'andravory
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716270,Amboriala
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716290,Maromokotra Loky
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716310,Antsirabe Nord
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716330,Ampisikinana
MG,Madagascar,MG72,Sava,MG72716,Vohemar,District,MG72716350,Belambo
